1494,695,moto
444,144,auto
1504,287,no es necesaria
1440,555,auto
1123,384,moto
1126,575,vehiculo de carga
1173,296,moto
215,299,moto
1376,741,no es necesaria
450,536,no es necesaria
310,382,auto
1207,761,vehiculo de carga
1146,550,vehiculo de carga
701,333,moto
1182,409,moto
569,253,no es necesaria
1618,425,moto
262,361,vehiculo de carga
280,722,no es necesaria
1532,618,auto
738,146,auto
375,75,no es necesaria
935,706,auto
162,377,auto
1647,334,auto
595,296,auto
524,620,auto
395,318,auto
751,140,no es necesaria
327,210,moto
909,445,vehiculo de carga
1329,353,auto
406,316,auto
1220,207,auto
1275,715,auto
633,128,auto
1466,91,moto
1334,697,vehiculo de carga
770,394,auto
62,93,no es necesaria
853,275,moto
226,566,auto
389,430,moto
277,794,auto
1434,67,auto
1566,95,vehiculo de carga
1277,216,vehiculo de carga
1578,691,no es necesaria
800,89,moto
64,285,vehiculo de carga
1502,785,auto
567,230,no es necesaria
1262,615,auto
407,233,auto
473,708,moto
1040,37,no es necesaria
1080,262,no es necesaria
1232,497,vehiculo de carga
249,302,auto
1292,133,auto
513,397,no es necesaria
459,702,moto
1059,128,no es necesaria
463,116,no es necesaria
194,410,auto
989,97,moto
398,436,auto
119,323,moto
1073,582,auto
820,275,auto
1090,384,auto
1273,398,auto
440,425,auto
940,254,auto
1323,242,auto
1225,306,auto
811,196,auto
1417,525,moto
322,577,no es necesaria
34,99,auto
1438,551,moto
671,189,auto
267,156,no es necesaria
891,63,moto
1635,144,moto
901,756,auto
501,396,moto
474,73,moto
317,251,auto
325,773,auto
1199,243,moto
1314,357,moto
1058,429,vehiculo de carga
33,444,vehiculo de carga
89,235,auto
784,302,no es necesaria
164,298,auto
353,725,no es necesaria
71,0,moto
1520,242,auto
37,183,no es necesaria
875,653,vehiculo de carga
114,100,auto
1121,216,moto
393,576,no es necesaria
778,446,auto
1572,603,moto
1160,794,auto
1374,149,auto
693,760,moto
1371,715,no es necesaria
812,689,vehiculo de carga
266,479,no es necesaria
514,687,no es necesaria
1179,506,moto
409,236,auto
56,39,vehiculo de carga
442,213,moto
414,328,auto
869,380,auto
21,479,auto
1276,118,auto
1046,654,no es necesaria
1049,106,vehiculo de carga
685,753,moto
497,222,auto
401,445,vehiculo de carga
1060,562,no es necesaria
884,187,moto
212,59,auto
192,86,auto
329,488,moto
106,464,moto
1420,52,auto
966,652,moto
948,520,auto
486,745,no es necesaria
187,643,auto
571,199,no es necesaria
296,777,auto
3,616,moto
807,183,auto
1637,191,no es necesaria
337,553,moto
1282,75,vehiculo de carga
402,458,vehiculo de carga
1015,606,auto
1506,316,auto
797,369,no es necesaria
878,430,vehiculo de carga
420,95,moto
833,524,auto
1105,614,auto
1523,191,auto
1525,805,auto
968,145,vehiculo de carga
673,243,auto
1519,641,auto
904,445,moto
623,346,no es necesaria
864,205,moto
52,625,auto
1653,490,auto
837,787,vehiculo de carga
556,270,no es necesaria
1362,116,auto
92,266,vehiculo de carga
1427,698,no es necesaria
545,704,vehiculo de carga
1598,759,auto
1201,815,vehiculo de carga
1469,20,auto
244,421,no es necesaria
577,464,moto
321,276,vehiculo de carga
1224,392,moto
1263,515,auto
1269,726,auto
1562,815,auto
220,409,no es necesaria
12,309,no es necesaria
1380,601,moto
383,733,no es necesaria
1318,28,moto
470,512,auto
1291,79,moto
1344,442,auto
39,758,moto
755,701,auto
50,273,no es necesaria
225,693,no es necesaria
1048,126,auto
439,463,no es necesaria
157,619,vehiculo de carga
1622,810,auto
1162,38,auto
1108,731,no es necesaria
1372,592,no es necesaria
1610,811,auto
324,617,auto
600,93,vehiculo de carga
1181,351,auto
667,820,moto
1270,306,auto
756,248,no es necesaria
298,692,moto
781,174,no es necesaria
1340,144,no es necesaria
1298,803,moto
1087,783,auto
731,816,moto
6,350,moto
343,71,auto
411,379,moto
576,129,auto
621,478,no es necesaria
45,44,auto
852,682,no es necesaria
1407,336,no es necesaria
939,813,auto
974,185,no es necesaria
1361,246,auto
153,24,auto
724,628,no es necesaria
971,543,auto
1437,119,no es necesaria
809,654,auto
150,463,auto
505,474,auto
1184,99,moto
29,758,auto
801,678,auto
1237,120,auto
243,422,auto
1498,389,no es necesaria
1152,183,auto
1533,159,vehiculo de carga
429,738,auto
716,306,auto
1086,273,moto
216,128,no es necesaria
1304,423,auto
742,608,no es necesaria
1457,42,auto
174,676,auto
782,609,no es necesaria
1259,611,moto
1243,311,auto
128,356,auto
777,376,auto
540,146,auto
466,137,no es necesaria
1449,523,vehiculo de carga
1552,39,moto
536,614,auto
521,436,auto
1175,240,auto
1425,548,auto
1198,221,moto
1052,640,no es necesaria
77,172,vehiculo de carga
588,133,no es necesaria
1009,49,auto
722,465,no es necesaria
1379,262,moto
132,484,auto
798,124,auto
564,151,auto
634,467,auto
1010,614,vehiculo de carga
1489,345,auto
735,224,vehiculo de carga
434,722,auto
289,15,no es necesaria
278,617,no es necesaria
1025,511,vehiculo de carga
1450,189,auto
484,608,auto
1193,61,auto
1393,238,moto
527,331,auto
1038,699,vehiculo de carga
1153,273,auto
681,149,auto
438,778,auto
1088,573,auto
632,44,no es necesaria
1430,671,vehiculo de carga
1142,421,no es necesaria
555,520,auto
515,131,no es necesaria
1538,737,auto
173,362,auto
879,661,auto
146,296,auto
1129,553,auto
652,304,moto
937,65,moto
297,665,no es necesaria
205,210,auto
1521,21,moto
829,555,moto
475,160,auto
610,680,auto
373,167,vehiculo de carga
1045,32,vehiculo de carga
229,131,auto
1402,757,moto
855,214,auto
992,101,no es necesaria
354,633,moto
253,390,auto
592,269,auto
1252,192,auto
1560,728,moto
1555,157,vehiculo de carga
1481,403,moto
496,25,auto
1057,513,auto
177,173,auto
138,124,no es necesaria
165,351,moto
1476,458,auto
1066,104,moto
1200,153,moto
1191,187,auto
1491,646,no es necesaria
193,362,auto
338,109,moto
67,385,moto
364,728,auto
602,317,auto
766,756,auto
1641,187,vehiculo de carga
651,354,moto
1556,18,moto
426,264,auto
1216,563,vehiculo de carga
1104,573,moto
791,802,auto
1649,530,auto
1324,687,moto
58,635,moto
626,508,vehiculo de carga
311,695,vehiculo de carga
1410,165,moto
730,591,vehiculo de carga
728,804,moto
1634,82,auto
783,233,moto
999,655,auto
1061,254,auto
710,803,auto
921,463,moto
1308,574,auto
423,288,no es necesaria
1320,358,auto
1367,123,auto
1624,18,moto
1563,444,no es necesaria
318,314,auto
435,687,auto
1279,29,no es necesaria
1439,437,moto
605,216,moto
799,100,moto
1396,130,auto
163,676,auto
1109,313,vehiculo de carga
1436,314,no es necesaria
529,160,auto
985,20,auto
819,437,vehiculo de carga
1540,476,no es necesaria
99,400,moto
1607,257,auto
582,801,auto
1373,321,auto
1338,653,auto
998,725,auto
94,710,auto
10,813,moto
1019,502,auto
776,475,no es necesaria
658,55,auto
1581,257,auto
1128,191,auto
1034,284,moto
720,399,no es necesaria
1254,114,no es necesaria
319,711,auto
889,536,auto
917,253,auto
1531,119,moto
975,645,no es necesaria
913,73,moto
286,199,auto
443,151,no es necesaria
1065,132,moto
1106,169,moto
1384,695,auto
1293,692,auto
668,543,vehiculo de carga
1580,177,auto
36,232,auto
1461,772,auto
969,362,auto
1588,127,moto
708,505,moto
675,0,vehiculo de carga
663,324,no es necesaria
825,254,auto
430,367,moto
771,188,auto
1403,167,no es necesaria
379,723,no es necesaria
1241,323,no es necesaria
1451,25,auto
155,205,auto
40,103,vehiculo de carga
903,347,no es necesaria
396,274,no es necesaria
868,40,moto
1460,790,auto
813,667,moto
397,470,auto
84,24,auto
984,790,moto
690,123,vehiculo de carga
1341,276,no es necesaria
678,258,auto
239,629,auto
979,518,auto
990,710,vehiculo de carga
313,591,auto
186,697,no es necesaria
48,785,auto
997,304,vehiculo de carga
1592,678,auto
284,283,auto
255,327,no es necesaria
166,435,moto
709,179,moto
1630,757,auto
488,690,no es necesaria
1536,345,auto
320,415,moto
391,213,no es necesaria
1055,109,auto
804,459,auto
53,536,moto
1370,610,auto
1033,619,auto
1511,72,no es necesaria
126,140,auto
923,630,auto
1412,129,auto
1267,388,auto
14,689,auto
1044,194,auto
1082,265,no es necesaria
627,375,moto
1120,497,moto
83,395,no es necesaria
1171,259,no es necesaria
1006,511,no es necesaria
1189,575,moto
579,608,moto
590,793,auto
449,711,auto
197,385,auto
1035,462,auto
1285,110,auto
754,508,vehiculo de carga
1265,691,no es necesaria
241,36,no es necesaria
63,535,moto
292,618,moto
1467,466,vehiculo de carga
238,329,auto
740,530,auto
1482,328,auto
1018,412,moto
539,133,moto
183,612,moto
574,321,moto
69,358,auto
646,97,vehiculo de carga
1124,12,moto
790,809,auto
254,179,vehiculo de carga
74,555,moto
655,79,no es necesaria
302,552,auto
1023,298,auto
624,723,auto
929,36,no es necesaria
1497,654,no es necesaria
176,283,no es necesaria
1319,614,auto
653,581,moto
726,354,auto
1217,526,auto
838,509,auto
717,222,moto
503,416,auto
978,598,no es necesaria
1029,257,auto
1426,671,moto
1474,125,auto
558,618,auto
955,238,moto
769,787,auto
683,227,auto
234,745,auto
1559,61,no es necesaria
1037,567,auto
457,372,auto
1356,734,no es necesaria
1305,741,moto
227,196,auto
1116,423,vehiculo de carga
986,342,vehiculo de carga
1228,591,no es necesaria
1632,185,no es necesaria
1328,355,auto
293,695,auto
43,521,moto
696,103,moto
333,21,auto
925,586,auto
859,396,moto
772,683,auto
184,2,moto
1587,472,moto
1488,97,auto
148,149,auto
715,275,moto
970,634,moto
182,516,no es necesaria
828,559,auto
520,34,moto
918,156,auto
1020,404,auto
679,809,vehiculo de carga
283,287,auto
789,633,no es necesaria
386,192,auto
543,556,no es necesaria
260,514,vehiculo de carga
827,523,auto
467,720,auto
1011,442,moto
1283,636,auto
1416,525,auto
1600,689,vehiculo de carga
1303,118,vehiculo de carga
506,394,auto
565,621,auto
1517,217,auto
369,1,auto
133,198,auto
1453,636,auto
1479,165,auto
1423,291,moto
908,137,auto
142,416,moto
818,464,auto
933,116,moto
1138,324,no es necesaria
346,503,auto
736,700,auto
221,189,moto
1067,42,auto
75,347,auto
553,612,no es necesaria
1574,198,auto
371,3,auto
1008,410,moto
203,109,auto
587,376,no es necesaria
433,733,auto
932,71,moto
1131,690,moto
1621,629,no es necesaria
840,584,auto
207,365,vehiculo de carga
1041,281,auto
599,34,moto
1274,264,moto
768,142,auto
487,61,auto
28,289,moto
1102,602,auto
1244,277,moto
403,539,no es necesaria
888,814,vehiculo de carga
1174,23,no es necesaria
18,327,vehiculo de carga
287,38,moto
413,818,moto
31,432,auto
1512,161,auto
763,390,moto
11,467,moto
305,813,auto
1024,513,moto
461,702,moto
1490,415,auto
1617,801,auto
1016,665,moto
1271,240,auto
631,452,vehiculo de carga
152,396,vehiculo de carga
1253,154,auto
102,394,moto
191,353,auto
1257,115,no es necesaria
1001,424,moto
1256,797,auto
124,568,auto
915,560,auto
900,736,moto
957,133,vehiculo de carga
1043,227,auto
1137,122,no es necesaria
1178,657,no es necesaria
1357,188,no es necesaria
907,556,auto
1628,652,auto
195,145,moto
594,33,no es necesaria
258,219,moto
1419,550,moto
374,125,vehiculo de carga
1505,159,vehiculo de carga
525,720,moto
1064,345,auto
1579,681,auto
1475,712,moto
1118,194,auto
1549,466,auto
489,718,no es necesaria
699,441,auto
1408,12,no es necesaria
1529,716,moto
1203,154,no es necesaria
1368,579,moto
1322,381,moto
684,577,no es necesaria
1321,101,auto
127,393,auto
282,632,auto
485,378,auto
713,141,auto
490,737,auto
1135,158,auto
55,168,moto
494,446,auto
1264,339,auto
35,525,auto
806,153,no es necesaria
557,267,no es necesaria
1394,640,auto
1333,119,auto
1095,335,no es necesaria
351,671,auto
2,122,auto
372,43,vehiculo de carga
136,28,auto
767,145,moto
1284,693,no es necesaria
508,628,vehiculo de carga
512,104,auto
86,115,auto
680,582,moto
171,814,moto
589,4,moto
1299,531,auto
831,753,auto
1500,136,no es necesaria
860,802,auto
1534,157,moto
1389,707,no es necesaria
928,235,auto
1509,286,moto
1363,397,no es necesaria
1483,694,moto
927,519,auto
1077,477,auto
1613,466,no es necesaria
732,217,auto
341,460,no es necesaria
1186,792,auto
507,259,auto
597,458,auto
872,378,moto
107,184,auto
654,584,vehiculo de carga
1470,620,no es necesaria
295,177,auto
1300,177,auto
947,363,auto
334,15,auto
1501,797,moto
101,259,auto
976,733,vehiculo de carga
617,262,moto
91,567,auto
1348,0,auto
185,286,auto
962,168,auto
1352,192,no es necesaria
272,579,auto
1458,679,no es necesaria
1629,479,auto
4,84,no es necesaria
608,661,no es necesaria
702,798,vehiculo de carga
1651,339,vehiculo de carga
421,762,vehiculo de carga
1626,205,no es necesaria
775,595,moto
1611,178,auto
1535,55,auto
454,351,auto
1170,315,auto
261,763,auto
1157,525,moto
1028,707,moto
1609,518,auto
1112,715,no es necesaria
844,692,auto
1250,757,auto
749,432,auto
759,282,auto
93,353,auto
427,556,vehiculo de carga
1245,318,auto
1633,75,auto
70,691,moto
845,791,moto
991,289,no es necesaria
1163,787,no es necesaria
1185,291,vehiculo de carga
462,425,moto
669,91,moto
758,51,auto
436,228,auto
1272,534,auto
405,762,no es necesaria
1072,375,vehiculo de carga
905,760,auto
445,702,vehiculo de carga
217,141,auto
113,679,auto
1551,247,auto
179,102,vehiculo de carga
237,631,auto
1381,592,auto
1343,575,no es necesaria
1480,132,auto
1486,67,moto
151,566,auto
896,794,vehiculo de carga
432,574,auto
256,487,auto
639,309,moto
665,181,auto
1100,392,auto
1485,377,vehiculo de carga
1487,382,auto
271,536,moto
23,728,no es necesaria
757,554,auto
288,815,auto
1145,698,no es necesaria
1053,342,no es necesaria
510,100,auto
1567,12,no es necesaria
122,269,auto
117,340,auto
1097,398,no es necesaria
290,655,no es necesaria
363,277,auto
368,205,moto
893,276,moto
342,26,auto
1351,357,no es necesaria
24,321,auto
914,718,auto
544,99,no es necesaria
230,315,no es necesaria
41,345,auto
1604,422,auto
899,289,no es necesaria
300,551,auto
9,555,no es necesaria
1155,324,no es necesaria
953,654,moto
1446,609,auto
248,329,vehiculo de carga
642,603,no es necesaria
737,590,no es necesaria
584,568,moto
111,677,auto
1075,187,auto
1456,452,auto
1312,477,vehiculo de carga
1079,342,auto
1383,181,auto
382,58,no es necesaria
1316,744,auto
1188,717,moto
612,557,no es necesaria
51,93,vehiculo de carga
580,731,moto
1570,39,no es necesaria
26,441,moto
841,14,auto
1187,799,moto
1354,115,no es necesaria
1078,511,auto
1401,110,moto
57,599,auto
881,814,auto
340,562,auto
16,552,no es necesaria
570,681,no es necesaria
180,442,no es necesaria
357,720,no es necesaria
585,114,vehiculo de carga
942,744,auto
1442,159,vehiculo de carga
752,137,auto
5,768,auto
862,686,auto
431,250,moto
326,601,no es necesaria
846,680,auto
941,273,no es necesaria
169,663,auto
304,758,auto
1083,578,moto
863,628,moto
562,823,moto
1013,423,no es necesaria
1447,351,moto
1414,350,vehiculo de carga
519,785,no es necesaria
614,683,moto
721,680,no es necesaria
1546,214,moto
1098,658,no es necesaria
1349,65,auto
1589,600,vehiculo de carga
1158,168,no es necesaria
1358,537,auto
468,661,auto
1229,220,moto
181,474,no es necesaria
753,546,auto
483,362,auto
817,476,auto
1236,812,moto
1404,744,vehiculo de carga
815,93,no es necesaria
1355,681,auto
355,576,vehiculo de carga
1202,779,no es necesaria
647,416,auto
214,486,auto
1071,664,auto
1582,368,auto
460,773,auto
252,365,auto
598,756,auto
201,706,no es necesaria
575,141,vehiculo de carga
437,316,auto
1603,236,no es necesaria
412,633,vehiculo de carga
1230,118,auto
1062,505,no es necesaria
795,602,auto
447,65,auto
995,578,moto
843,742,auto
704,28,auto
620,331,auto
204,238,auto
1148,660,auto
1614,239,moto
1183,407,vehiculo de carga
1542,372,auto
446,379,no es necesaria
370,463,auto
518,388,no es necesaria
1586,37,moto
1176,683,no es necesaria
100,671,auto
1433,67,no es necesaria
1377,140,no es necesaria
232,407,moto
59,269,vehiculo de carga
727,442,vehiculo de carga
650,172,no es necesaria
408,51,auto
619,703,auto
143,524,moto
500,600,moto
1465,96,auto
303,478,moto
476,151,auto
139,517,auto
1522,323,auto
960,376,no es necesaria
1012,372,vehiculo de carga
1331,285,vehiculo de carga
785,506,vehiculo de carga
876,435,moto
534,507,auto
96,15,moto
1132,768,auto
1537,635,auto
741,350,no es necesaria
336,285,auto
611,9,auto
309,391,auto
1557,336,no es necesaria
1313,270,no es necesaria
786,441,no es necesaria
892,733,auto
502,682,vehiculo de carga
1539,655,no es necesaria
1590,717,moto
314,302,no es necesaria
1247,96,no es necesaria
1296,586,auto
509,689,auto
961,296,no es necesaria
1429,37,no es necesaria
847,346,no es necesaria
1478,391,moto
123,664,auto
1074,673,no es necesaria
1150,84,auto
478,300,auto
1147,116,auto
792,248,auto
22,376,auto
424,216,moto
1003,742,moto
906,407,vehiculo de carga
1382,85,moto
168,581,auto
328,126,no es necesaria
418,127,vehiculo de carga
660,214,auto
392,760,moto
1192,366,auto
349,240,auto
902,331,auto
1289,33,auto
1569,129,auto
170,366,no es necesaria
159,678,moto
1646,344,auto
415,557,auto
27,652,auto
1350,414,auto
378,667,auto
1386,20,no es necesaria
1005,518,no es necesaria
1526,424,auto
1518,804,no es necesaria
276,484,no es necesaria
25,753,moto
1413,459,auto
1315,709,auto
80,11,auto
808,483,auto
453,526,moto
1596,2,no es necesaria
956,693,moto
964,145,no es necesaria
747,228,auto
924,595,no es necesaria
425,329,no es necesaria
130,120,vehiculo de carga
1398,642,auto
1286,619,auto
1597,336,no es necesaria
1195,381,auto
1337,333,moto
1219,369,no es necesaria
934,314,moto
307,248,auto
268,25,auto
1166,615,auto
1197,130,moto
441,664,moto
323,812,auto
1310,291,auto
1648,697,auto
762,548,no es necesaria
1640,800,moto
593,109,auto
848,430,vehiculo de carga
1161,84,auto
643,496,auto
700,711,auto
547,395,auto
149,259,auto
400,452,auto
871,327,auto
926,763,no es necesaria
65,763,moto
188,284,auto
1405,485,auto
345,368,no es necesaria
1,91,auto
199,773,auto
235,475,auto
1248,591,auto
645,760,auto
145,3,auto
348,683,auto
1608,32,vehiculo de carga
158,595,auto
172,452,auto
81,507,no es necesaria
1642,493,auto
1177,136,vehiculo de carga
873,712,auto
1347,496,auto
1169,535,moto
760,43,auto
973,488,auto
559,67,moto
251,246,no es necesaria
419,726,auto
1094,490,auto
1421,86,auto
209,639,auto
946,388,auto
274,460,auto
963,381,no es necesaria
198,709,auto
1602,655,no es necesaria
919,59,auto
936,707,auto
1615,49,auto
1122,615,moto
1180,630,vehiculo de carga
983,537,moto
897,258,vehiculo de carga
1444,268,moto
110,357,vehiculo de carga
1309,118,vehiculo de carga
1390,59,moto
455,371,auto
1400,232,auto
551,378,no es necesaria
465,230,auto
1056,369,auto
129,335,auto
211,705,moto
1114,516,moto
793,802,auto
719,639,auto
1422,464,no es necesaria
994,624,moto
388,262,auto
1317,156,auto
1249,641,vehiculo de carga
1168,151,no es necesaria
1302,768,auto
622,172,vehiculo de carga
1627,579,vehiculo de carga
90,608,moto
659,487,auto
1576,230,auto
1527,676,auto
821,539,no es necesaria
993,518,no es necesaria
259,514,moto
294,531,auto
670,612,auto
1568,142,moto
1119,737,no es necesaria
1014,206,no es necesaria
944,63,auto
236,435,auto
350,642,auto
1139,103,auto
1477,779,auto
175,274,no es necesaria
97,40,auto
1096,479,no es necesaria
116,281,auto
1565,535,no es necesaria
1441,456,no es necesaria
109,616,auto
857,718,no es necesaria
628,736,auto
787,324,auto
885,399,auto
1091,267,moto
1612,472,no es necesaria
561,560,no es necesaria
108,777,no es necesaria
1210,153,auto
144,365,no es necesaria
1063,542,vehiculo de carga
1594,584,moto
263,400,auto
601,653,moto
82,200,auto
657,4,vehiculo de carga
1493,393,vehiculo de carga
218,505,moto
1459,264,auto
72,3,auto
273,415,vehiculo de carga
312,14,no es necesaria
880,635,auto
366,402,auto
121,142,vehiculo de carga
178,803,moto
664,800,no es necesaria
858,276,no es necesaria
1002,625,vehiculo de carga
1484,593,no es necesaria
1204,734,moto
1336,441,vehiculo de carga
1076,331,auto
691,486,auto
805,389,auto
959,99,auto
609,104,auto
750,731,auto
377,86,moto
1471,315,auto
410,23,no es necesaria
1268,523,moto
299,415,no es necesaria
1164,686,auto
1585,602,moto
1638,342,no es necesaria
746,574,moto
554,635,moto
1110,673,no es necesaria
729,550,auto
1395,181,vehiculo de carga
380,603,moto
208,380,auto
1652,251,no es necesaria
125,382,no es necesaria
714,217,auto
516,606,moto
66,486,auto
1418,596,vehiculo de carga
839,8,no es necesaria
535,512,moto
1280,811,no es necesaria
498,631,auto
1514,534,no es necesaria
390,818,moto
210,790,no es necesaria
816,485,no es necesaria
1235,33,auto
1342,548,auto
1364,553,no es necesaria
1115,780,auto
79,382,auto
537,242,moto
137,96,vehiculo de carga
603,85,auto
830,63,auto
1492,456,no es necesaria
245,173,no es necesaria
32,823,vehiculo de carga
362,357,no es necesaria
834,657,moto
1392,361,auto
394,254,auto
376,704,no es necesaria
930,582,moto
1530,701,auto
765,253,auto
922,395,auto
591,55,auto
1165,664,moto
68,667,auto
511,601,auto
1026,363,no es necesaria
641,315,no es necesaria
842,148,auto
1464,761,auto
965,605,no es necesaria
493,459,auto
347,460,moto
1455,736,auto
938,593,no es necesaria
105,554,vehiculo de carga
344,630,auto
1463,749,no es necesaria
1068,716,vehiculo de carga
495,694,moto
1378,756,moto
1212,708,moto
824,224,auto
1190,669,moto
104,274,moto
1644,553,auto
17,383,no es necesaria
1032,311,auto
1211,677,auto
638,601,auto
542,286,vehiculo de carga
532,804,moto
190,126,auto
458,377,auto
399,414,no es necesaria
1369,465,auto
331,160,auto
1573,595,no es necesaria
822,91,auto
1209,404,auto
1103,11,no es necesaria
849,250,moto
452,410,vehiculo de carga
365,403,auto
796,699,auto
1294,9,no es necesaria
240,634,vehiculo de carga
1544,429,no es necesaria
1085,459,auto
1601,749,no es necesaria
1113,173,no es necesaria
1205,432,moto
1227,543,auto
1093,602,moto
850,12,moto
1242,334,no es necesaria
810,599,moto
332,220,auto
648,561,moto
1215,810,no es necesaria
1295,356,auto
764,493,auto
1554,603,moto
865,820,auto
95,266,auto
1136,89,auto
1606,513,moto
636,741,auto
981,184,auto
832,421,auto
1101,381,auto
265,592,auto
141,425,vehiculo de carga
1375,810,auto
988,328,vehiculo de carga
895,777,auto
586,570,auto
1508,728,no es necesaria
1287,200,vehiculo de carga
563,559,auto
246,705,vehiculo de carga
1387,803,no es necesaria
1424,636,auto
870,120,auto
156,158,auto
583,42,no es necesaria
1593,772,moto
1240,183,auto
384,706,moto
1127,484,auto
1332,497,auto
1050,643,vehiculo de carga
1233,424,auto
1452,707,vehiculo de carga
1070,526,auto
882,523,no es necesaria
1107,14,no es necesaria
1409,416,no es necesaria
1000,477,auto
1503,798,auto
951,745,moto
1134,483,auto
568,488,vehiculo de carga
1054,298,no es necesaria
1143,300,no es necesaria
954,466,no es necesaria
618,496,auto
60,384,no es necesaria
1031,573,auto
1222,281,vehiculo de carga
1507,799,auto
47,403,no es necesaria
826,300,auto
15,34,auto
573,221,no es necesaria
698,797,auto
1117,172,moto
1583,270,vehiculo de carga
1007,304,vehiculo de carga
1406,617,moto
1330,738,no es necesaria
367,804,no es necesaria
523,448,vehiculo de carga
949,720,no es necesaria
88,495,auto
823,678,auto
1616,672,moto
1027,455,auto
734,414,no es necesaria
745,6,vehiculo de carga
291,435,auto
480,165,vehiculo de carga
1415,483,no es necesaria
931,703,vehiculo de carga
578,609,auto
1231,515,moto
167,265,moto
661,542,no es necesaria
861,332,auto
890,411,no es necesaria
1223,96,auto
1258,392,auto
1221,86,moto
898,72,moto
44,813,moto
